"","x"
"275",1.18117453936783
"276",1.12684092642676
"277",1.05341429483142
"278",0.992322818231886
"279",0.997498737013596
"280",1.16293031289605
"281",1.35006508458699
"282",1.35385073702455
"283",1.30231784255642
"284",1.16142683293008
"285",1.18856247005441
"286",1.22984803064913
"287",1.28514340749582
"288",1.27829744807683
"289",1.12434958726056
"290",1.22604113556395
"291",1.27205824004781
"292",1.33718875561916
"293",1.29531734443443
"294",1.10733365061517
"295",0.996141712080024
"296",0.862721999499869
"297",0.812641537760804
"298",1.00421830768702
"299",1.1087204069413
"300",0.819808730045515
"301",0.787360893849635
"302",0.94873366149153
"303",0.889852153366499
"304",0.733389083198881
"305",0.767034870427435
"306",0.658192570956736
"307",0.663097325001447
"308",0.713445297027741
"309",0.748282078447296
"310",0.559534843978896
"311",0.698350925095746
"312",0.827397870863731
"313",0.774781771608472
"314",0.785331458950886
"315",0.790513630498162
"316",0.707458946249246
"317",0.698373569602111
"318",0.792818582770226
"319",0.811417931919944
"320",0.969278167033023
"321",1.06202220384212
"322",1.03535540100974
"323",1.06012845987989
"324",1.00888296631617
"325",0.783920600992192
"326",0.917897799545409
"327",0.932844424092288
"328",0.711638153084458
"329",0.713360351262089
"330",0.709595307424819
"331",0.880689963201161
"332",0.915645855300875
"333",0.95555044096878
"334",0.960089711525748
"335",0.910985696994417
"336",0.843411783212092
"337",0.67866236947324
"338",0.644556928194186
"339",0.606289439492768
"340",0.644435931947146
"341",0.548536703456212
"342",0.42303829314193
"343",0.23586136701296
"344",0.291140420299697
"345",0.318163428913025
"346",0.454009148857238
"347",0.585451428068021
"348",0.659419917765441
"349",0.485080942333893
"350",0.601821132217353
"351",0.586042303055582
"352",0.407657431344243
"353",0.329921429510073
"354",0.342048458854351
"355",0.10625147875002
"356",0.0645152294368663
"357",0.0926470490890421
"358",0.119607929216651
"359",0.27491032221631
"360",0.455440287643283
"361",0.618152951741393
"362",0.717918482743016
"363",0.684068689833147
"364",0.711191598664681
"365",0.824851143485699
"366",0.887478226606102
"367",0.741454637793951
"368",0.833065262651756
"369",1.01840888112725
"370",0.91484385374999
"371",0.68186331497558
"372",0.888926551621501
"373",1.03111462608382
"374",1.0110510274483
"375",0.906010333937579
"376",0.912404102124684
"377",0.751236170630569
"378",0.51143369099351
"379",0.513424913087345
"380",0.573625340129743
"381",0.766475225273947
"382",0.876277261614448
"383",0.784491334058573
"384",0.640120969004851
"385",0.61793398450081
"386",0.740924534006079
"387",0.581675222405424
"388",0.545230057124206
"389",0.722299017967422
"390",0.709695955080035
"391",0.569500512691059
"392",0.529357717624877
"393",0.629331056647584
"394",0.763936038542417
"395",0.751235164878185
"396",0.711882219433542
"397",0.543789595000238
"398",0.443693364594077
"399",0.507673075258047
"400",0.72338949182867
"401",0.800871194023731
"402",0.712499658806637
"403",0.709796533673154
"404",0.618577728594908
"405",0.756455850832076
"406",0.713419584253149
"407",0.653306710106781
"408",0.65158321576636
"409",0.737357430195317
"410",0.84187168713161
"411",0.678647249553531
"412",0.641703936301429
"413",0.53441903149413
"414",0.523252091936743
"415",0.668033465241804
"416",0.595926252958729
"417",0.734822037878894
"418",0.770703620241036
"419",0.744536690560394
"420",0.700777922459192
"421",0.66772612125652
"422",0.900218390837258
"423",0.80338669326482
"424",0.787052359584837
"425",0.914775196134624
"426",0.866567035760962
"427",0.947883398417821
"428",0.941934565154903
"429",0.844929394418512
"430",0.721778482930765
"431",0.793626138704649
"432",0.894164377114124
"433",1.0331975020935
"434",0.737632749543407
"435",0.527658825627761
"436",0.571766402748342
"437",0.547647534027322
"438",0.37091473766541
"439",0.244234197073101
"440",0.231219496784704
"441",0.307788289990639
"442",0.456662641047532
"443",0.549413628609989
"444",0.388578273495054
"445",0.42875007689689
"446",0.58338801163567
"447",0.646049181300719
"448",0.723353791010015
"449",0.716732793541326
"450",0.73196173419712
"451",0.816684503765584
"452",0.862281123227377
"453",0.697469495954603
"454",0.721657792661263
"455",0.834214256155341
"456",0.73721532867187
"457",0.834138295081033
"458",0.906326161832499
"459",0.929367309479866
"460",0.9223506703915
"461",0.958610603126661
"462",0.783884508120676
"463",0.643798605045858
"464",0.640834120212042
"465",0.615934888956017
"466",0.631125039263467
"467",0.568786103845004
"468",0.674507797935907
"469",0.756794781504885
"470",0.714005755738627
"471",0.750253869306795
"472",0.808785728618292
"473",0.80010363443847
"474",0.833060201166583
"475",1.00781478666558
"476",1.22156409935897
"477",1.0911150293186
"478",0.97080186205979
"479",1.02169891334313
"480",0.863102931154729
"481",0.612540318274596
"482",0.589454246835031
"483",0.560270773743729
"484",0.596610231924729
"485",0.498118122730564
"486",0.562999169139178
"487",0.439946063568739
"488",0.515783854611168
"489",0.766346326619468
"490",0.963035096397366
"491",0.955409578856182
"492",0.99525837489028
"493",0.806579734595257
"494",0.528727813313383
"495",0.314393167471231
"496",0.428368901652262
"497",0.455888901101208
"498",0.455243781051119
"499",0.466900696691103
"500",0.565951545701833
"501",0.655226722792527
"502",0.757179654141115
"503",0.777992450251913
"504",0.756113815046313
"505",0.892852945146537
"506",0.957675490416084
"507",0.812284823243508
"508",0.780043035098279
"509",0.689044710361552
"510",0.703644627722548
"511",0.61002229257267
"512",0.722111446231524
"513",0.670857738174569
"514",0.581734301651786
"515",0.531491959930539
"516",0.341807948592008
"517",0.693604858788554
"518",0.747845318767461
"519",0.611785692471322
"520",0.590919986423325
"521",0.571127398531467
"522",0.641272628138813
"523",0.436382899618733
"524",0.396297069289395
"525",0.46895282394151
"526",0.578371020384717
"527",0.652434957384157
"528",0.634263871079544
"529",0.848336063881152
"530",0.939137188537158
"531",0.90374707998272
"532",0.940624441089735
"533",0.956450152681117
"534",0.899294033571062
"535",0.759072877450416
"536",0.851263579480163
"537",0.876701615072675
"538",0.998141465298482
"539",1.00814297211137
"540",1.02471266063144
"541",0.996260523243447
"542",0.804422883420438
"543",0.738093903744942
"544",0.781135253524092
"545",0.836524879900702
"546",0.936622508326743
"547",0.998340639807795
"548",0.906800182965345
"549",1.02536911923439
"550",1.03310397060273
"551",1.08841122427674
"552",0.999377255854511
"553",0.957327698653776
"554",0.923706952422242
"555",0.782276834783863
"556",0.659790622495443
"557",0.649001618039775
"558",0.617103638076186
"559",0.733996573193724
"560",0.679842076387238
"561",0.577792806840322
"562",0.45716543849877
"563",0.627826325080271
"564",0.68923209699855
"565",0.77615235137838
"566",0.820308160981456
"567",0.803572485012126
"568",0.779379941526363
"569",0.775952913961838
"570",0.797688699346935
"571",0.740339347271752
"572",0.882916778556928
"573",0.739242406803283
"574",0.643421470648154
"575",0.686710550936218
"576",0.785167653785799
"577",0.718037098986395
"578",0.573144698252607
"579",0.570528695152811
"580",0.672345279707461
"581",0.823750438183175
"582",0.843711690426001
"583",0.834962526490105
"584",0.925014836148966
"585",0.95209420815986
"586",1.08671675851455
"587",1.23906474937224
"588",1.13185479123072
"589",0.998039898658229
"590",1.08638152926309
"591",1.16522417034779
"592",1.06570444086726
"593",1.12329894761453
"594",1.0474681643923
"595",0.847870026075277
"596",0.72695896939913
"597",0.66742315246764
"598",0.644963304377769
"599",0.681539993182424
"600",0.501166870512253
"601",0.465087742417012
"602",0.54915589968051
"603",0.390924608288431
"604",0.499727120497418
"605",0.722790607595834
"606",0.767785780450728
"607",0.859796547700293
"608",0.976500517491354
"609",0.90946434183729
"610",0.924903865228244
"611",0.916791431332551
"612",0.822427137980051
"613",0.814732175644915
"614",0.705986205223003
"615",0.75654365435977
"616",0.913541944612259
"617",0.965131187194658
"618",0.95181517368209
"619",0.864982962231077
"620",0.841507639955831
"621",0.837577262848513
"622",0.715203190996854
"623",0.659222833821348
"624",0.702585860089494
"625",0.661706578626289
"626",0.72664893958225
"627",0.76435590281359
"628",0.741932271559069
"629",0.873183199390372
"630",0.945484009868532
"631",0.822429431685312
"632",0.794480739981257
"633",0.745350041732044
"634",0.801568391308294
"635",0.749268478048223
"636",0.570770198755489
"637",0.526927166845483
"638",0.579394581371813
"639",0.587925394975322
"640",0.560645852322781
"641",0.64835759129194
"642",0.639560612201743
"643",0.559250521300711
"644",0.663439839005781
"645",0.630527216180095
"646",0.808292709646759
"647",0.901390372016526
"648",1.08189752650089
"649",0.995534943992112
"650",1.05323857244527
"651",1.17525466425012
"652",1.15769148624266
"653",1.14655486653186
"654",0.981138056792083
"655",0.970303487803221
"656",1.09359991260408
"657",1.08135543029094
"658",1.05059965776857
"659",0.990642807509177
"660",1.0629579197716
"661",0.955409400373848
"662",0.952574262568771
"663",1.02075901019498
"664",0.870608034624554
"665",0.98989979447815
"666",1.0050706663277
"667",0.896407901123156
"668",0.878043963685448
"669",0.919400326785595
"670",0.970548870570098
"671",1.01592261170005
"672",1.00842247207576
"673",0.944921279024115
"674",1.03410861970304
"675",0.913696681654015
"676",0.841281431372012
"677",0.838233383006463
"678",0.704018785991562
"679",0.67457952440567
"680",0.821382774406511
"681",1.00259395432124
"682",0.865301040738091
"683",0.745136585521767
"684",0.709367177865994
"685",0.626016159552678
"686",0.633687593506945
"687",0.507926231274341
"688",0.223314847127143
"689",0.165977092544031
"690",0.160897890303905
"691",0.246465398909287
"692",0.336565482387637
"693",0.575413332488469
"694",0.607502407827826
"695",0.575520596227633
"696",0.740046751741858
"697",0.869456583050217
"698",0.947715958706583
"699",0.858321879959016
"700",0.978407168858113
"701",0.75122633778025
"702",0.642559467955711
"703",0.695968264326231
"704",0.659101116069908
"705",0.617956393239209
"706",0.551041873713807
"707",0.675115976153651
"708",0.561606465506021
"709",0.507657275622601
"710",0.512084948189002
"711",0.7224844368173
"712",0.729747813195953
"713",0.631104058726818
"714",0.61506605788151
"715",0.685601426303333
"716",0.705882647555261
"717",0.608190447186746
"718",0.612018499105611
"719",0.667072546103398
"720",0.643056147834415
"721",0.520146793933661
"722",0.637527446490482
"723",0.855619168093488
"724",0.845490760306427
"725",0.887197681153643
"726",1.08563208902375
"727",1.08412045425114
"728",1.13654780252996
"729",1.08525214647577
"730",0.949280470540004
"731",1.03679048994548
"732",1.05553472801858
"733",1.17440139252602
"734",1.13477906773268
"735",1.15031045331199
"736",1.14766413847528
"737",1.09615924569623
"738",1.13521989373098
"739",0.992186537953955
"740",0.974205633397887
"741",0.898237230443151
"742",0.805641189629398
"743",0.816156628102978
"744",0.75491719757003
"745",0.865433933228986
"746",0.787998442648873
"747",0.84499928868904
"748",0.986343303742332
"749",1.10265082178076
"750",1.11923993981907
"751",1.10342338301091
"752",0.991120881026178
"753",0.974674337568049
"754",1.05176629093853
"755",1.17467151276637
"756",1.29843076581906
"757",1.32227859684524
"758",1.13593143304213
"759",1.13879669077385
"760",1.09632996557392
"761",0.976577397340264
"762",1.04066725633386
"763",1.01440175034497
"764",0.921145713544053
"765",0.696178757638862
"766",0.589691685548494
"767",0.532845005896548
"768",0.664689274830293
"769",0.85419031555387
"770",0.808901413661163
"771",0.862177494571342
"772",0.888964249159224
"773",0.808638903018449
"774",0.760374364699818
"775",0.734380738976274
"776",0.678891328719407
"777",0.727362326655117
"778",0.864515382686119
"779",1.0013378859461
"780",1.07576038405444
"781",0.986779475054512
"782",1.05692187297278
"783",1.11406199932796
"784",1.11872657579152
"785",1.01882318081335
"786",0.966920526163058
"787",0.86089070365515
"788",0.869039636578491
"789",0.81702180823836
"790",0.9553208008225
"791",1.07148320673209
"792",1.17897902041017
"793",1.2662551972876
"794",1.216057779697
"795",1.11451157150369
"796",1.03775630305119
"797",0.93475999314926
"798",0.845062389274011
"799",0.732078754735325
"800",0.59496755951196
"801",0.680029601622739
"802",0.691219994087301
"803",0.795225641358822
"804",0.88874191961251
"805",0.856452793284146
"806",0.922596319781481
"807",0.983381279460501
"808",0.956329958951742
"809",0.880660922762484
"810",0.822936075490935
"811",0.727189444000356
"812",0.591855466600713
"813",0.692345251316485
"814",0.619603139252278
"815",0.693081605371348
"816",0.771976043307384
"817",0.796330995605776
"818",0.896668086535104
"819",0.997056879984147
"820",0.877892728250734
"821",0.820986936228466
"822",0.936496022550537
"823",0.857001880583226
"824",0.942153617229473
"825",1.01169726962614
"826",1.07320472935609
"827",1.23372768129558
"828",1.16413269883602
"829",1.05174312559704
"830",0.896373739198735
"831",0.815139958495944
"832",0.664743750401157
"833",0.849471385374553
"834",0.894117237179249
"835",1.02059806191794
"836",1.09903322620041
"837",1.0738549148652
"838",1.1860456504863
"839",1.26786799256208
"840",1.10214165498497
"841",1.21175372648879
"842",1.25969425710811
"843",1.36681456207728
"844",1.3396197614852
"845",1.3565759525729
"846",1.2104652778695
"847",1.13621694743348
"848",1.15569822096986
"849",1.08797028294038
"850",1.18749317114786
"851",1.13047559630793
"852",1.08691760873783
"853",0.95859663076952
"854",0.964748179621818
"855",1.06243130736812
"856",1.20123678781428
"857",1.24034791971666
"858",1.14148864872524
"859",1.02683735264445
"860",1.17350858919194
"861",1.26883395519983
"862",1.15594843552875
"863",1.02909907987896
"864",0.912938537051616
"865",0.812647130645831
"866",0.760183184492207
"867",0.7525858837869
"868",0.72462369051929
"869",0.846907966817893
"870",0.968526023735921
"871",0.980009666513203
"872",1.04394801228466
"873",0.979085746187953
"874",0.854128765325231
"875",0.896192889812423
"876",0.900947409050191
"877",0.776282880759773
"878",0.638712176275919
"879",0.699388655393609
"880",0.829345623017636
"881",0.776095783463402
"882",0.679505085637948
"883",0.565372235096329
"884",0.695927080503068
"885",0.745585189662462
"886",0.845598241816423
"887",0.787489822045595
"888",0.643383920315687
"889",0.825647951390766
"890",0.765721740685856
"891",0.70785217959559
"892",0.772109056041418
"893",0.723219117284625
"894",0.68071610599336
"895",0.648184417009112
"896",0.702101033579332
"897",0.71281434053397
"898",0.822547825128616
"899",0.941520147066326
"900",1.02146249520048
"901",1.06957598013283
"902",0.896883753598168
"903",0.89053472160966
"904",0.842231120521432
"905",0.719318116410941
"906",0.599611034462074
"907",0.543299743566391
"908",0.623198253519274
"909",0.658959399997254
"910",0.728875713147977
"911",0.769045687426626
"912",0.557836576887861
"913",0.703043698005797
"914",0.779108195443593
"915",0.813530496902076
"916",0.928386421902965
"917",1.03345316894347
"918",1.22874432713712
"919",1.18396978732438
"920",1.21094909341149
"921",1.23133888232545
"922",1.04833678882007
"923",0.980117386441903
"924",0.859041596426595
"925",0.857954319772498
"926",0.773826498035006
"927",0.821375161280445
"928",0.748713646163547
"929",0.710745628738524
"930",0.683138895139239
"931",0.54848403592559
"932",0.557523264523936
"933",0.554169130798706
"934",0.375331057809887
"935",0.382006733399856
"936",0.454256594835719
"937",0.577735957525392
"938",0.687518982244632
"939",0.687939030967353
"940",0.582027636668063
"941",0.611073691101692
"942",0.592236249080619
"943",0.729600971005644
"944",0.891364550291682
"945",1.14971764315095
"946",1.04800569022266
"947",0.890329822677304
"948",0.75148634879861
"949",0.652528573302417
"950",0.650642143379801
"951",0.559622048532467
"952",0.686380440342687
"953",0.916401607452886
"954",1.11897127884471
"955",1.12870019151514
"956",0.988393598397104
"957",0.873341949787917
"958",0.800748017475624
"959",0.734582985263406
"960",0.796623783490344
"961",0.954018226555447
"962",0.826246108898585
"963",0.700164940033106
"964",0.747742439259064
"965",0.868431296595171
"966",0.817147255763765
"967",0.769052693269654
"968",0.784570686094747
"969",0.689850407704043
"970",0.601621812090281
"971",0.465459932801375
"972",0.334874296558857
"973",0.315693387876889
"974",0.31022604949851
"975",0.433685260953373
"976",0.45505419962903
"977",0.565084009211196
"978",0.485132128496773
"979",0.716399952108641
"980",0.819204241747595
"981",0.611649238745821
"982",0.653125502015371
"983",0.797090038626649
"984",0.860794161358766
"985",0.786312262052442
"986",0.738608218780871
"987",0.740899624030305
"988",0.615389939701633
"989",0.583137466722073
"990",0.739152783748435
"991",0.771483450207348
"992",0.833543889777704
"993",0.85684750282244
"994",0.811600876529397
"995",0.7454988246879
"996",0.895923816634499
"997",1.11614053342442
"998",1.1668842890037
"999",1.09692056260986
"1000",0.976414912933703
