y,x1,x2,x3
2.996342699,1.728057677,0.055917284,-0.386781847
3.788668639,-0.416481504,-0.134998572,1.26954174
-0.776121043,0.112117057,1.436857035,0.053332377
4.028346468,1.514512981,-0.780337779,1.690584095
0.850774758,0.664492158,-0.323578621,-0.011569371
0.250858573,0.459836476,1.560290942,-0.210609542
0.239629968,-0.072142606,-0.444631426,0.250324156
2.131948897,1.655343767,0.339811207,-0.053495035
1.496148568,-0.007434527,-0.037644206,1.511350216
-0.337111325,0.284585856,1.100704393,0.447200578
1.228744448,-0.563359395,0.732242988,0.929346636
-1.539162046,-0.366001783,-0.405099402,-0.28785551
1.450401623,0.695683642,-0.040189337,0.559264885
2.079751812,0.711939984,0.706775254,0.797869168
-2.198469572,-1.929511652,0.758263638,-0.483988827
3.323508493,1.454016466,-0.389567645,0.623578983
3.836517924,0.404011422,0.351301053,1.718894515
1.324606673,1.669253633,0.513463137,0.455930792
1.421901339,1.006026609,1.319618826,0.744126842
3.433752108,-0.114204232,-0.034242781,0.935110026
2.110613405,0.318913634,-0.3468455,0.14649649
3.967390206,0.562201914,0.353795164,2.577141577
-1.277222223,-0.207960471,0.699845305,-0.253852246
-1.052818828,-0.73348585,-0.598383624,-0.139412479
0.94156654,1.197663922,1.121329719,0.409922244
2.901587933,0.90714766,0.540021049,1.078716827
3.710651079,1.644888269,0.541624243,0.181587564
2.000841155,0.424635366,-0.074065771,0.616951672
2.386944628,0.487541911,0.511615359,1.906361489
0.289550688,-0.877071338,-0.428515,-0.3821327
1.247154991,1.578470317,0.264819369,0.157999269
1.498582035,0.27651703,1.355063986,0.750442373
2.156394281,0.261252729,-0.42414296,0.521990032
-0.786614466,-0.674517313,-0.079603328,0.140338712
1.249222426,-0.939327855,1.050530586,-0.102003477
1.063582989,2.560627627,0.258538745,-1.824128644
3.165271863,0.553752986,0.216596019,1.184571568
3.054565414,1.150762576,1.220201699,1.74760872
0.616942612,1.020862774,0.522390812,0.4686469
1.149195825,1.023834049,0.150078934,0.303121206
2.582314987,0.289290039,-0.605847258,0.940801666
1.387355475,1.675728896,0.754635734,-0.497192283
-0.035115059,-0.451505467,0.497688676,1.227839827
3.527374571,1.092499994,0.407443459,-0.056774814
3.380007167,0.625045714,0.60462132,1.244657562
4.262969867,0.324695605,-0.378387252,0.809205389
0.476660266,0.207049318,0.031156061,-0.014543154
-1.711664344,-0.590473851,1.924037416,-0.804666213
-1.729183944,-1.032156466,-0.178908342,-1.02294484
2.6052871,1.339595215,0.288864169,-0.270080666
1.329345272,1.102150013,-0.354347186,0.279902431
2.146617887,0.368204425,-0.980360384,-0.150503349
2.673604056,0.291873542,0.430683135,1.49021118
1.095698808,0.121134933,0.778618928,0.586444524
-0.251769651,0.530335366,0.510695365,-0.277523758
1.729252959,1.179709715,0.174868354,-0.239564243
3.918666749,1.333115343,-0.85198507,0.16649835
0.839462537,0.441936756,0.996042863,0.979149809
-2.196362943,-0.733583836,0.098800549,0.023931591
1.184253188,-0.345031144,-1.122198326,0.154340232
0.422690676,1.64211453,0.72459831,-0.337262964
2.517001211,0.421011101,-0.02474496,1.695369588
0.825586096,0.018086109,0.523021475,-0.242217766
3.471209254,0.836237495,-0.388361848,1.219908878
2.666121988,1.497748457,0.8837871,1.225412234
-2.260694148,-0.302957177,1.05147607,-1.460137019
0.726175872,2.327507151,0.702902138,-0.327015911
0.829102958,0.081099346,-0.336020318,-0.345568668
2.126953639,0.914484233,0.755373486,0.624743744
1.276470983,0.855865951,1.010249269,0.138244518
-0.806640213,-0.389020371,0.15477012,-0.28869086
1.745518684,1.208658139,0.249640048,0.263037628
3.282053632,1.98332194,0.227467656,0.402553654
2.084554639,0.368020432,0.722135304,0.434250849
4.477259214,1.390635127,0.678058782,0.790767497
2.79481735,0.337685026,0.090933143,0.943462655
4.964466445,2.275583825,0.173710067,0.621893311
0.795110662,0.4605254,0.512297596,0.718082585
1.648106824,-0.196243126,0.495021521,0.937895324
3.238852252,1.701155957,0.124882506,-0.154528597
0.284217859,-0.453468815,0.014829339,0.859981751
3.340662357,2.136096651,-0.617220506,0.81610007
-2.116651676,-0.811763494,1.442065,-0.978893566
1.010026175,-0.250294386,0.513586799,0.797690731
5.822595667,1.752009553,0.445587434,1.851065849
0.80675814,1.583845805,-0.245898335,-0.127564686
3.068850553,2.178993001,-0.266419523,0.635068996
-3.415720321,-0.066989737,2.012304501,-0.602566715
0.202192939,0.194137382,-0.704506377,-0.788172702
2.939225283,2.141390524,-0.997837992,-0.553922279
4.721986158,1.115758504,-0.793322534,1.13945585
2.401825594,0.208606072,0.868635672,1.494400539
2.973962882,0.489954211,-0.425526707,0.421411356
3.25991228,0.48639303,1.033390503,0.724716006
0.79356435,-0.983062023,0.919528132,2.347058905
0.030177878,0.454236516,0.458064899,-0.87521649
4.155240582,1.274161905,-0.220453323,0.024071801
2.712395582,0.700418565,-0.814826696,0.739303347
4.459215512,3.367438074,0.853951447,1.868608343
-0.311341486,-0.521565522,-0.368130335,-0.424333414
4.164081234,0.939316628,0.918737697,1.900685446
1.441951983,0.863764617,-0.214483144,1.028413418
0.520160692,0.271827699,0.935699468,0.903029305
-1.521757694,0.167098641,0.909199285,0.059934427
1.421008723,1.048626007,0.340075987,0.813881359
-1.666933176,0.880611897,2.531880191,0.879761545
3.052602682,1.970825787,1.068840254,0.365829952
0.965348773,-0.224848452,-0.36807425,-0.078277741
-1.289335815,0.432577124,1.627866316,-0.538275998
1.515984559,0.096281547,0.549326916,0.787661551
3.095615691,1.162191946,0.450348562,1.483357136
2.103502483,0.776912619,0.297640137,1.721120948
0.252773441,0.246296628,1.689222833,0.031181742
-0.201470757,-0.122355109,0.122372532,0.026778944
-1.369540639,-1.017656454,0.314754395,0.607003902
3.448037594,0.416013832,-0.495469655,1.267579559
1.362327981,0.145061461,0.440747351,0.841135454
1.607379082,0.568697887,0.681486182,-0.637043736
-0.696853963,0.491711674,0.811427979,-0.406837205
1.487510698,-0.023280838,0.277334206,1.72080383
2.940845248,1.341014037,-0.509589512,-0.627355253
1.850856843,1.425094564,0.793019687,0.138126762
0.58484349,0.85464728,0.242504084,-0.181766615
0.458311065,-0.486527939,0.76180649,1.051026594
4.575247626,1.12876409,-0.745012718,1.376543087
2.287903,0.940498876,0.774143805,0.885977776
-0.011003981,0.703593513,1.879832533,-0.439365857
0.289682137,0.021856186,0.909244975,0.421814825
3.285432072,1.268476188,1.344870592,1.898317514
5.747676239,1.76761734,-0.058878443,1.026238877
0.822509129,1.219977323,0.536244312,-0.490820244
0.186875093,-0.324676756,1.20049437,2.472723333
2.410297862,-1.190628055,-0.372603246,1.455518656
3.413432083,1.410690654,-0.80691694,0.759923198
-0.314079921,0.047788507,0.325609113,-0.108572669
1.836465725,-1.147201575,-1.3416861,0.965329926
0.264665231,0.218774234,0.4466303,0.41028343
0.778478759,0.273837265,-0.231684873,-0.264942635
3.726613251,2.523806265,1.276268679,1.450322888
1.56163012,0.971476035,-0.31641601,-0.065616197
-0.998199989,0.13791257,2.463735248,0.206832285
0.472716786,1.486200178,1.00976104,-1.750537135
0.734999217,0.417901252,1.305539731,0.214117067
5.299865056,1.327727783,0.372854873,1.013982125
-1.381180823,0.114384228,1.596992422,0.693945111
1.16387127,0.864271461,-0.257167267,0.339340492
2.576530288,1.525400897,1.554522506,-0.3156817
3.09598884,0.674946975,-0.08144775,0.903328549
1.103930748,0.207941814,0.731427446,0.113370954
-1.292807276,-1.0440973,0.358918854,1.550254994
6.050315889,1.306259812,0.230983109,0.782400837
-0.705774793,-1.208979568,0.868289361,-0.520151715
1.116716297,0.415620963,0.948603377,0.964213975
2.756908677,0.120636185,0.819124352,1.30306319
-0.154420217,1.326320171,1.23294655,-0.098808442
1.959311936,2.002144332,-0.684381736,-0.315596483
1.623216233,0.425466512,0.471332702,1.525653166
-0.003546742,-0.616138689,0.544862751,0.730014813
-0.358703063,0.068779459,0.198266579,1.142078357
0.828118108,2.055799077,1.717942296,-1.39684653
1.887995461,0.264884468,-0.937176653,0.955058019
2.970742156,0.62422644,0.220671225,0.745705872
-1.825415842,-0.906399649,1.109219933,0.969868222
1.736759541,-0.090366927,1.304906394,1.663699799
2.766383098,1.880740947,1.037303773,0.067898635
3.71900175,1.170855395,-0.353785087,0.370530111
0.419642431,0.920024424,1.11360698,0.268249825
1.973013073,0.344993695,1.327170898,0.527929298
1.761746333,0.044884212,1.035347199,0.536609329
0.143583883,0.127741592,1.228691259,1.192579421
2.112422922,0.47643566,0.321214494,1.295928736
1.210997227,1.29870992,1.175665144,0.115546803
-2.02054162,-0.727822894,0.572560193,0.523385092
-0.885817628,-0.484031525,1.088574064,-0.201225845
0.710925959,-0.346016385,1.094816571,1.829073304
0.346623512,-0.462269245,-0.907834613,-0.439423711
1.817717976,0.14568709,0.767720567,1.118598194
4.147438911,1.771626419,0.226395564,1.072860127
2.82091735,1.057509168,1.136686955,2.051915113
2.087539113,-0.058875016,0.464043491,1.102754581
1.469783509,0.45661382,0.090878406,-0.138499857
-1.926451373,-0.759057421,0.933943318,-0.310604814
4.152176816,2.09502273,1.193502675,1.852754359
1.329801281,0.934250135,1.372711328,0.8225409
-1.059677043,-0.409180313,1.756509578,-0.514073887
-0.64741281,0.082958629,1.344194259,1.279407209
2.817724073,0.658833602,0.749558444,0.789506629
3.196324337,1.455398717,0.464923592,0.444580928
1.674034611,-0.520235567,0.304438003,0.925646884
0.811026859,0.502532203,0.434460176,0.475885018
1.814744345,0.28973112,-0.073278103,0.218408271
3.555649487,0.425677904,-0.987588979,1.598711062
6.184324994,2.013957836,0.638073349,0.027429962
0.598571619,-0.18344744,0.389118974,-0.670643586
3.700243016,0.467410139,-1.246830732,0.771775758
4.241816381,0.699675036,0.553536908,1.938816903
-1.657478608,-1.680652164,1.087530666,0.915800074
-1.151869612,-1.510567429,-0.415930987,0.936153257
3.355272168,0.783024777,0.400559561,1.187387042
3.514400263,1.16530141,1.191644938,1.119134106
1.995821363,-0.034055976,-0.777034558,0.919649459
-0.269484463,-1.676549559,0.605219147,1.357320083
1.767940527,0.440916421,-0.0373638,1.222849561
-1.241166147,0.049767243,0.345513847,-0.857252462
0.666285721,-0.011483466,0.922691408,1.09743737
-0.896635184,0.636532339,0.49605692,-0.050641217
4.273435876,1.911317597,-0.708649437,-0.181197466
1.536036918,1.243746741,0.599204985,0.830923901
2.8041805,1.646923449,0.99936938,1.548811228
3.224773893,2.102816168,0.394485765,1.247731142
5.335085927,0.907977647,0.267831445,1.495605399
2.71736906,-0.000885648,0.43436543,1.011341435
-1.685046043,0.215000732,0.557940636,-0.115253055
2.350002677,0.760109766,-0.743287097,1.279522745
3.898100476,1.614332971,0.536155359,0.740622852
4.176106929,0.298849954,0.883263134,1.462634173
-1.451500371,-1.466339454,0.442277649,0.573592893
4.101827216,0.757737056,0.868910164,1.845154698
2.210399494,0.889094301,0.001269259,0.148845443
3.286695375,0.569562128,0.157604017,0.233706192
0.182863608,0.179423259,-0.014508864,0.275542699
5.858645063,1.736807157,0.385839515,2.445286956
2.048291127,0.079801355,-0.713020441,0.92781963
4.110198202,0.931818798,-0.635037183,0.793696103
0.84775824,1.009643138,0.18632793,-0.94934328
0.445751164,0.070105829,1.8491255,1.830272161
1.985987472,0.717706685,0.85279135,1.243239726
3.89433992,1.765906878,0.974690668,0.50561258
2.366666026,0.594632598,0.09526547,1.275145104
0.163399921,1.020077351,0.815556741,0.33367666
3.091550257,1.098106843,-0.380896963,1.069534789
1.170887136,-0.091782709,-0.520883647,0.371644043
1.541238803,-0.046195071,0.941720313,0.176676635
-1.24478953,0.09902266,1.783906641,-0.027447481
2.684329966,1.38077167,1.683474916,0.909674597
1.442602799,0.925547003,0.10001712,0.112750426
4.580304627,0.448967191,-1.34522107,2.105797667
3.336857148,1.468597449,1.354565188,0.40453278
3.671936285,1.495501547,1.182601605,0.782933379
-0.191769746,-0.04571368,2.061781262,0.406359114
3.096212644,1.387151258,-1.48815905,-0.027043712
0.719918391,0.60609582,0.747778249,0.020341858
2.170879655,1.354188255,1.627173473,0.780314863
-2.097791139,0.267477204,1.473250531,0.608424437
0.243405192,-0.072064094,0.591861066,0.626982318
4.427600659,0.610951388,0.095316102,1.155600295
2.633076498,2.000153072,0.93735155,0.965027639
-0.46416576,-1.373024074,-0.89915897,0.087679617
2.149316162,1.007430517,0.673430284,0.148365522
-1.064054541,0.702656369,1.196347382,-0.587799008
0.145587916,1.233803489,1.735632376,-0.350515869
3.998114325,0.816597138,-0.261360447,2.118641029
3.93539395,1.392994969,-1.164909178,-0.385545046
1.328859638,-0.596036369,-0.213137966,0.507529684
0.901456635,0.185085114,1.410006707,1.601543382
1.902700984,0.260646273,1.611151359,1.36559727
4.459981856,1.824318846,0.914487424,1.051653788
-0.610804003,0.618324416,-0.068382423,-0.498018295
3.705839405,0.095135447,-0.225645126,1.507751038
4.888653708,1.866070714,2.018242076,1.908579555
-2.695752173,-0.036415016,0.981526135,-1.858073661
0.764843621,0.187992662,1.135553393,0.548415105
-0.989263566,0.748626014,1.460989248,0.534588751
-0.486303627,0.085077869,-0.512560957,0.633947401
5.727131163,1.714740573,0.190335454,1.40799599
-1.742133668,0.358523396,1.317697581,-0.791905559
0.919217084,0.420029159,1.311962195,-0.190940097
4.176950475,1.020743149,0.152306667,1.26494199
1.247952313,1.458410419,-0.316472936,-0.371382896
3.46148843,0.204099559,-1.711870191,0.840157659
-1.176979633,1.514681748,1.899323439,-1.01287164
1.199400638,0.562886565,1.215702792,0.130672736
3.336200303,1.565706117,0.502570261,0.41746103
4.788943774,0.452717884,0.471534509,2.328701543
3.321563448,0.581385387,-0.245366909,1.164132678
0.67409269,0.289379401,0.205321608,0.009502411
-3.040707191,1.149469745,1.817089136,-0.589038261
1.504306867,-0.146884573,1.341179429,1.263743996
4.009209776,1.905763838,0.251027452,-0.370638833
0.792532499,1.298428662,0.42641678,-0.40212328
2.084964646,1.690476469,1.121726059,0.34452167
2.047733589,0.487851235,0.680314677,1.130568415
2.848133869,1.098112397,-0.469877389,-0.038844515
4.738441653,1.205476716,-0.702083938,1.995717603
0.38017433,0.483631016,1.765008279,0.097556615
5.851634042,1.458684766,0.097394813,1.619836969
0.881052845,1.555197422,1.164351355,0.223566802
-0.360074141,0.381381438,1.130188965,0.233973119
-0.34557388,-1.063014743,0.907804804,0.938734609
4.021785295,1.103147718,0.018417066,-0.306105656
0.807241417,0.431412296,1.133387489,0.552477137
0.658143213,-0.047035272,0.172802692,0.662963828
2.338991869,0.317934637,-0.972278207,-1.086040526
1.225758064,0.384852488,0.86761346,0.252286468
3.471806404,0.064929311,0.525582924,0.140228167
2.388239292,0.702557778,-1.01600118,-0.358374228
0.393396929,0.027519511,0.905636842,0.587395478
4.680799237,0.503642737,-1.217487162,0.361798776
4.093451946,1.107407282,0.948876301,1.822643768
0.055353825,-0.133958484,-0.630611594,0.261832912
0.954484498,-0.842800428,0.560459215,0.058767602
3.641086006,0.974419299,0.267743068,0.958629187
5.132667369,1.827158393,-0.816563062,0.40413134
1.979806505,0.806884245,-0.299933245,0.03611695
0.705818698,-0.477598391,1.031085721,1.798009913
1.339834883,-0.134944003,1.198485501,-0.034853028
0.290127068,0.112272819,0.445378519,-0.532444716
3.619759472,-0.176990927,0.976561384,1.679876514
2.815698452,0.766732515,-0.958955433,0.526316009
3.128160524,0.050664529,0.838747142,1.198242576
0.567221047,-0.876177783,0.261988598,0.995011144
-0.630661886,-1.198519561,1.099920941,2.081261583
2.168688181,1.345724596,1.459623136,-0.147034529
1.604000645,0.370017825,1.211272983,-0.098852256
3.954994059,0.407316342,-0.843060983,1.132509296
2.457992587,0.155187287,1.310023293,1.20068516
4.628139864,0.700805217,-0.444222204,1.746994948
2.730308825,0.113001183,0.045517713,1.849448
3.122880235,0.034675074,-0.384429057,2.30389049
1.589921976,1.481518491,0.65149061,0.473787278
1.309035264,0.857527075,-0.13143534,0.101611146
3.587462857,1.316636818,0.653870963,0.577760416
1.109216424,1.608748981,0.599207227,-0.167983671
1.760735978,0.996642766,0.650084205,0.558063559
0.684490864,-0.126388942,-0.495270739,1.388715328
3.86113486,0.271506039,0.780831473,1.507240914
-1.65090057,0.123680465,0.201854241,-0.138877523
3.458389069,1.080272293,0.969625025,0.595651145
-0.219075317,-0.135629946,0.31098437,0.013184066
3.893905157,1.515320233,1.505469784,0.565069494
2.839422869,0.70980657,0.90220319,-0.269137275
1.943853362,0.148218474,0.944441542,0.514972844
2.199073712,-0.047681906,0.390967472,0.542702232
-0.417697359,0.122089696,-1.399631095,-0.608581107
-0.364291295,0.047570297,0.960913887,0.211774548
-0.964043413,-0.627712948,-0.720158816,-0.596352535
0.102634707,0.362939539,-0.271031414,-0.908541205
0.146213374,-0.069821578,0.091922128,-0.098313754
-1.207692263,-1.212913285,-0.165510525,0.965148597
3.760476835,1.542463046,0.628114381,1.401965256
0.087332024,-0.17983438,0.644311107,0.940327985
2.906218709,1.138338895,-0.091708522,1.050834966
-2.216319464,-0.647879902,0.116515046,-0.688437532
3.689972566,0.264227002,-1.512660312,1.416616249
1.908550685,0.961152303,0.705805175,0.66105164
2.00971868,0.934566342,0.677795306,-0.192395386
4.873459294,1.672603825,0.48955125,0.454544488
-1.581244332,-0.390781773,0.488648502,0.145958198
3.372203253,0.442413559,0.170539055,1.321011656
2.675964473,0.682938084,1.234420109,0.542331907
1.398591092,0.338738515,0.410173125,0.092597573
0.293256167,-0.201436682,0.13228706,0.425330207
0.680131333,-0.788373128,0.138935709,0.816735688
4.153667854,1.127530944,0.480966354,1.052470893
0.710082638,-0.03747092,0.019115382,0.577263701
3.25465237,0.44234302,-1.201116812,0.861464317
2.281659259,0.358976341,2.031874351,-0.057024394
0.242164169,-0.095063885,-0.725933286,0.225950239
-1.528132259,-1.165122594,0.450502101,-0.198405985
1.719227496,0.486394191,0.027559502,-0.558450402
1.119488125,-0.579582898,1.913180432,0.869508214
0.292759825,-0.459315579,1.179733192,0.220053338
-4.120430179,-1.298743022,0.493104194,-0.275597638
0.874649987,-0.007004718,-1.867602127,-0.244504185
5.093968048,0.737017952,-0.873043325,1.161761896
3.671055574,1.562178413,-0.235400648,1.273704167
4.015336008,0.339252666,1.516902911,1.586999328
6.15111509,2.007599914,1.59629101,2.059243159
7.672352127,2.402855716,1.271144318,0.57410098
-1.097108851,0.445459946,0.284741602,-0.00157575
-0.922627174,-0.50963788,0.520599546,1.043850485
3.964706892,0.600558578,1.922671257,2.163212716
1.296844856,0.401130698,1.020101041,-0.253611813
2.219582126,0.601309656,-0.208366945,0.072472802
1.071997133,0.12693547,0.750006759,0.943570703
2.061910208,0.87446695,0.164240469,0.204916268
3.684156534,2.018841229,0.381307857,0.618942668
3.434395874,1.170592842,1.305848048,0.757714672
5.667712258,0.978196788,0.55137388,1.854371464
5.643653154,1.027320532,2.188402471,2.083748057
0.304378328,0.008626774,-0.087593193,-0.347876796
-0.269391414,-0.55373786,0.507635643,0.339201073
1.988043722,1.202385753,1.275688764,0.260264712
0.369252397,-0.383399985,-0.334373213,1.001094795
-0.297843194,-0.312238573,0.684259772,0.724989744
-0.195370611,-0.786970353,-0.683805084,0.051921516
0.923742115,0.404899973,0.153598353,0.05018053
3.04889567,0.554590693,0.52861018,0.415350348
-0.754522003,-0.743949817,0.11600781,-0.066711847
-1.803605971,0.555778969,-0.158297598,-1.867683513
1.945427301,1.132888091,0.452418122,-0.288921366
0.706022885,0.650269154,-1.621001753,-0.261050962
3.108661116,0.654907634,0.259085468,1.141563513
2.318225646,1.516873373,1.477469818,0.064126317
1.558704633,1.09879153,-0.509555218,-0.236148398
2.489721901,0.84904867,-0.074107585,0.805349401
4.1850883,0.939325344,1.101502449,2.287646305
2.043915713,0.559581878,-0.574966873,0.768680527
3.002135405,0.455998098,0.554883809,2.812213232
5.114022895,2.13527846,0.988087438,1.469630903
3.210584875,1.179651899,-0.899546505,-0.398229585
1.050447455,-0.049704809,0.906648698,1.156708852
3.523474111,1.328952994,0.26938126,-0.314303794
3.497901677,0.852937344,0.235147599,0.670688044
-1.933509959,-0.834667489,2.134894765,0.429353884
2.344774095,1.044770968,-0.320796839,-0.573709899
-2.206419465,-0.886895207,0.625148465,-0.033474952
1.231998975,0.010264966,0.555422473,0.346811377
0.463101195,0.405388282,-1.238234439,-1.086631434
2.349394894,-0.23832069,1.121312111,0.466923371
0.87222214,-0.032733898,1.511927802,-0.18241422
2.781742036,0.962933246,0.98003115,1.037428401
3.892718355,1.027237078,0.625900382,1.543594008
3.129827795,0.335653396,1.132157666,1.439839405
-2.030155212,0.500292555,0.085321965,-0.708799798
3.10494627,0.805832596,0.787728614,0.467579306
-0.260141893,-0.330220128,0.447156555,-0.151788406
3.858555594,1.064495277,0.824979707,0.521186001
6.564767753,1.707996314,-0.255610291,1.37981835
2.005585022,1.451151481,0.708565783,-0.884852149
0.690021432,0.275214424,0.31108125,0.032794669
0.382743941,0.334077352,-0.086904595,-0.027936235
